,id,tweet,subtask_a,subtask_b,subtask_c
12149,27638, i hope la la land libtard lunatics think conservatives would watch garbage those idiots make living playing dress up grow move real world vote republican,NOT,,
12150,70844, i think jisoo im focused i found taeyoun,OFF,TIN,IND
12151,38565,        thank you good see trying approach addition others too often issue used excuse tax please report updates become known thanks ,NOT,,
12152,70747,     most texans take advice liberals,NOT,,
12153,52297, didnt president already make offer refused,NOT,,
12154,55878, she college professor cali resist antifa burn buildings riot cali colleges ,NOT,,
12155,86635, i hope shit doesnt become trend keep beef wax homie or least call yell hot  like namp cam ,OFF,UNT,
12156,18432,  exaggerating much you appreciated,NOT,,
12157,91403, and god forbid already talking someone dating get real mad  like people reason sorry bout ,NOT,,
12158,18098, haha i believe it,NOT,,
12159,19907, he social graces that shunned ny proper everyone knows hes white trash little money he know act makes everything him always he me me me pos embarrassment usa,OFF,TIN,IND
12160,34711,  when one sides white supremacists hard say one sides wrong side now stop trying equate antifa white supremacists it makes look like white supremacist,OFF,TIN,GRP
12161,66242, diversity makes stronger,NOT,,
12162,83978, liberals jumping joy,NOT,,
12163,54675, she cutiebut needs packer bib,NOT,,
12164,26647,  antifa  gets pass,NOT,,
12165,36284, we get shit transported africa niggas told seen venomous snakes iguanas beetle size car tire lmaoooo  kinds shit,OFF,TIN,GRP
12166,15112, girl called tryna call ugly show ugly is,OFF,TIN,IND
12167,77069,   he good man,NOT,,
12168,46798,    dude go straight point you trying say iggy bigger em bc younger ,NOT,,
12169,62840,  youd also know isnt women bc democrats dont call justice women assaulted democrats evidence injury amp police reports youd know dems demand conservatives found guilty upon accusation youd know political ,OFF,TIN,IND
12170,86433, she never said prove fans gram working hard,NOT,,
12171,19543,   way accurate theoriesmost history ancient egypt ect made bs  its fabricated us i dont claim know whybut start looking history ect theres fucking proof anythingenjoy showour consciousness def changing doit,OFF,UNT,
12172,45907,  or go  s route not believe accusations levied conservative conservatives saints,NOT,,
12173,30046, that said you right put forward read job description,NOT,,
12174,23711,  stay vigilant conservatives,NOT,,
12175,98303,if two three allegations dems would screaming pattern  women came forward supporting kavanaugh pattern good behavior allegations must heard happened presumption innocence timing suspect what think  maga,NOT,,
12176,66487, krazee right wingers nerve bitch antifa,OFF,TIN,IND
12177,66012,  what really pisses asians california voting gun control many know better especially koreans la they knew someone businesses destroyed riots at least salty boi hasnt forgotten ,NOT,,
12178,80076, liberals attack private lives cant attack policies ,NOT,,
12179,39956, i pretty sure bad yourselfthanks lil bit sweetness brutal world,NOT,,
12180,76244,   the conservatives winning turn coat liberal so admitting cons failed libs,NOT,,
12181,39910, he nothing fruit cake i cant believe i like one time,NOT,,
12182,73086,  yes liberals,NOT,,
12183,52907, pick pls,NOT,,
12184,30248,   many heavy metal rockers conservatives believed freedom unfortunatemy appeared money but others truly believe it helped end cold war,NOT,,
12185,21485,   could legislate common sense gun control tone racist rhetoric,OFF,TIN,GRP
12186,30937,democrats double sided hypocrisy is surpise maga confirmkavanaugh pjnet ,OFF,TIN,OTH
12187,66540, charge people know good makeup pictures you cant keep youll skint,NOT,,
12188,57844,   she monkeying around  ,NOT,,
12189,55485, i said thing that christians create lifedeath dr ford stormy daniels tell stories i see not counting antifa happening us them its weird not christlike them least it vile etc,NOT,,
12190,56043,instead taking concrete actions help reunite immigrant children separated parents push forward gun control legislation work repeal muslim travel ban trumps bigoted bidding without question familiesbelongtogether noban,NOT,,
12191,69092, dear pope francis shame  ,NOT,,
12192,47947, you win texas doesnt need liberal everything liberals touch turns crap,OFF,TIN,OTH
12193,40451,  unreal liberals completely lost anything opposing president very sad,NOT,,
12194,98720,  absolutely we know dems want votes coming them pushing happen demsliberals plainly unamerican all care paycheck position st we need term minutes  terms like potus has,NOT,,
12195,11633,it always  aim compromise evidence special counsel cannot use convict  impeachment    maga        ,NOT,,
12196,51945, elections consequences and left continues direction heading win another one long time keepitup liberalismisamentaldisease,NOT,,
12197,68769,  announced releasing fisa ,NOT,,
12198,63243, looks like antifa mejust saying ,NOT,,
12199,52742, hi bernice  i hope enjoying xrpcommunity learning lots xrp    ,NOT,,
12200,71775,   the metoo ruined hateful demonic democrats its weaponized men disgusting democratsliberals ruin everything touch voteredtosaveamerica maga,OFF,TIN,GRP
12201,92284,  this unfortunately real way democrats feel blacks if could would put us plantation socialism making citizens slaves government the conservatives never let happen this kind treason  amendment,OFF,TIN,GRP
12202,97426,          you beautifulxx,NOT,,
12203,39447,  mental case sure,OFF,UNT,
12204,72744,         cheers appreciated,NOT,,
12205,22756,  he wont hell like mitch mcconnell never mention good  accomplished,NOT,,
12206,75641, northern az good look forward seeing there maga,NOT,,
12207,65400,   what bhagwat tells shakha minions says rest world two different things sanghi goons keep raping killing stupid liberals think sanghis  bad dont get taken lies else next  years india disappear,OFF,TIN,GRP
12208,17667, if control come allowed tweet idea first place,NOT,,
12209,27889, hell yeah fuckig,OFF,TIN,IND
12210,60618, hell ya,NOT,,
12211,54522, risking ass lol,OFF,TIN,IND
12212,94375, climate change  education  healthcare reform  economy  gun control  societal issues  immigration ,NOT,,
12213,76300, he beautiful like grandma bless ,NOT,,
12214,95284, best booty everything stunning love want cum deep,NOT,,
12215,87204,your love one another starlight darkness surrounds you may luminous love sustain first day rain cleanses heartache enduring washes away pain  rememberingedward,NOT,,
12216,16138,  sure the far left merkel lost faith him for indoctrinated germans southpole everything seems north far right maaen removed called antifaspade spade well promoted spoke merkel amp press hysteria contradiction,NOT,,
12217,65323, the democrats becoming despicable day there bottom vitriol lies barrel why liberals go along makes sense,OFF,TIN,GRP
12218,66884,  and getting death threats who owns comprised graham,NOT,,
12219,58703,        right im stopping replying anymore nonsense going keep following warm others dangerous take society  pal biggest fake going proved like rest antifa bloody dangerous,OFF,TIN,GRP
12220,59532,  im afraid right,NOT,,
12221,87367, this describes bill clinton perfectly and yet crickets liberals clintoncrimefamily,NOT,,
12222,66851,  repeat zombies,NOT,,
12223,99138, he saying what need fix problems much how fix them i hearbroken cardinals fan looking answers,NOT,,
12224,85515, god thats one used remove holder,NOT,,
12225,56989, he trash,OFF,TIN,IND
12226,83095, breatge kpop stan u nigger,OFF,TIN,GRP
12227,12243, impulsive reaction she looking gun head bowed low mane mess what happens now,NOT,,
12228,49641, antifas busy lately seems,NOT,,
12229,83720,adicionei um vdeo uma playlist   lil peep type beat youre leaving already  melancholic,NOT,,
12230,96728, yes occupy changed tshirts ferguson changed tshirts baltimoreriots changed tshirts resist changed tshirts antifa spread democrat violence,NOT,,
12231,36127,  wrong  vote pc mean  shut up likewise  voted ndp majority means sizeable minority actually liberals greens similar position vote wise three majority,NOT,,
12232,86648, god help every citizens whether republicans democrats,NOT,,
12233,73143,looking shooting maryland info since feed nothing protest why gun grabbers want anything out we know female maga,NOT,,
12234,47583, democ rats pulling anita hill trick derail judge kavanaugh confirmation it work get  triumph you communists destroy usa maga,OFF,TIN,GRP
12235,95608, it poisonous indeed no wonder called vesha bottle the beauty her eyes poisons every soul stares it,NOT,,
12236,89641,   so clearly admitting big names big cast also reason sanju aye dil yeh jawani barfi suceess ,NOT,,
12237,90642,  there principled conservatives,NOT,,
12238,51713, democrats soft crime soft border security since cant use illegal aliens i call criminal aliens,NOT,,
12239,32607,     fake conservatives fake outrage budget betrayal  ,NOT,,
12240,39204,  beautiful,NOT,,
12241,20619, he troll simply dumb im enjoying i love tweeter ,OFF,TIN,IND
12242,49964, i understand annie stuck  i understand ,NOT,,
12243,97490,  hillary blaming women long ago better hope uneducated show vote again it much liberals ignorant its know many things so,OFF,TIN,IND
12244,33290,  i support jahs blessings hussle he bomb,OFF,TIN,IND
12245,14636, you runnning word something didnt see,NOT,,
12246,27067,  likely antifa thug plasterd temptatts interview shitlib press,NOT,,
12247,23739,  i think way scare brexiteer conservatives toeing party line brexiteers people long people agree them,NOT,,
12248,97578, if missus horse hed fuck right us chasing like bell ends,OFF,TIN,IND
12249,43430, he jeopardizing security if wants show favors transparency instead release taxes,NOT,,
12250,43670,maxinewaters trump has displayed most despicable behavior that any human being could do  maga,OFF,UNT,
12251,24753, im sorry loss everyone blaming yet control you still amazing person keep head up,NOT,,
12252,39701, it really sucks commies atheists liberals refugees anyone one us uses our precious tax dollars,OFF,TIN,GRP
12253,75013, no informing public horrible goings trump white house,NOT,,
12254,80489, she lib registered democrat and thats need know,NOT,,
12255,80476,  did mock liberal mp crossing floor join conservatives evidence basically party,NOT,,
12256,54070,  enjoying williams amp pc crowd tantrum karma,NOT,,
12257,43528,       thats blatant lie antifa worse hate group look berkeley university california they nearly destroyed guy disagreed with it wasnt kkk or white supremacy they shutting free speech,OFF,TIN,GRP
12258,13906, slap shit outta,OFF,TIN,IND
12259,76467, and who would listen man robbed american taxpayers millions dollars gave iran not me,OFF,TIN,IND
12260,33578, well better looking lying chicks lawyer,OFF,TIN,IND
12261,66351, the hate really takes toll people physically most unhinged liberals look well  fake news armageddon coverage sucking life people i feel bad them,OFF,TIN,GRP
12262,67577, you mean ,NOT,,
12263,33019, croatian presidents bikini photos worlds hottest president ever ,OFF,TIN,IND
12264,50648,  nothing satisfying good scratch or howk scottish badger,NOT,,
12265,22099, seen reports might know look many businesses closed since coalition   talk training people business,NOT,,
12266,82569, wow  look permanently suspends placing next fucking headline youhadonejob,OFF,UNT,
12267,46049, yeah gun control act  also uses lot innuendoes black people ghettos text,OFF,TIN,GRP
12268,19069, i found today jesus isnt white i cant go church sunday and i cant watch football damn obama liberals,OFF,TIN,OTH
12269,48637, what happens next whoever inthe gop votes gets destroyed vote more republicans senate ensure margin victory amy coney barrett liberals worst nightmare,OFF,TIN,IND
12270,89819,  they cant would infringe rights i like companies infridge people give people liberals alternative  size fits mainstream narrative,NOT,,
12271,60581,  aweeee happy bday epanda  amazing drummer maybe better b  great one ,NOT,,
12272,11589,  landon sucks i asked birthday i could play never got back landon suck,OFF,TIN,IND
12273,56899, he  games i thought  fire reason,NOT,,
12274,93569,  that dude whoever aged long time ago do better utah,NOT,,
12275,80192,   trudeaus liberals rules  time oust them,OFF,TIN,GRP
12276,41565, law breakers love liberals,NOT,,
12277,65845, i think one oddest people i ever seen how get elected but i find asking liberal ,NOT,,
12278,18057, slain southern california shootings gunman kills self from  another mass shooting when learn its past time something gun control ,NOT,,
12279,91816,  liberals give rats ass power period they cry everything go way,OFF,TIN,OTH
12280,23633,  states went save online abuse if wants live peace taking case back asking relatives attend hearing contradictory statements action,NOT,,
12281,39036, francis must forced aside the church needs cleansed top bottom,OFF,TIN,OTH
12282,48116, yes is,NOT,,
12283,51890, wow this colour scheme i am living for it also you are so pretty,NOT,,
12284,81327,     if read thread  seemed imply views actions soros everyone left i e left support antifa i misread,NOT,,
12285,61363,republicans conservatives  wet dreams step  confirm predator scotus judge step  eliminate womens choice step  eliminate non whites voting rights step  eliminate womens voting rights step  end immigration,OFF,TIN,GRP
12286,49121, how get know period too,NOT,,
12287,52370,  dont support medicare  voted dreamers  voted racist police brutality bill  voted give donald trump even larger military budget   didnt thing gun control  voted racist payday loans bill,OFF,TIN,GRP
12288,19916, you best ,NOT,,
12289,23564,  it doesnt matter said it you are correct  if anyone stupid life families lives jeopardy based politico dam fool,OFF,TIN,IND
12290,94731, it decreated slowly stealthily since conservatives came power hunts done sterling job,NOT,,
12291,66531, rainbow every storm,NOT,,
12292,73680,the gop two choices  confirm kavanauh amp possibly lose house  dump kavanauh definitely lose house amp supporters walkaway maga dotherightthing confirmkavanaugh,NOT,,
12293,64188, feinstein schumer political assassins thank heavens  able give gop courage fold far conservatives need hit back hard political criminals,OFF,TIN,GRP
12294,82033,   false they released names  russians yet,NOT,,
12295,66620,    my wife usa all inlaws thrilled trump conservatives winning pc war,NOT,,
12296,57651,  the active duty personnel i know think dangerous fool maybe  racist military klansmen support mr traitorpants,OFF,TIN,IND
12297,76713, he vet he know better,NOT,,
12298,94239, i love momma she,NOT,,
12299,87252, did read mein kampf understand hitlers influences that would photo mike moore buying mein kampf,NOT,,
12300,44654,  this insulting im black fully capable getting ids what makes think cant lets honest this liberals mostly white s want appear saviors vanguards minorities its protecting fraudulent votes,OFF,TIN,GRP
12301,16362, heres  quoted  factually incorrect less  counts trump raising taxes democrats hes raising taxes democrats amp republican amp independents amp conservatives amp short people amp tall people,NOT,,
12302,87524,     she calm amp patient thats greatkeep up dont mind people bc everyone viewpoints aspects life,OFF,TIN,GRP
12303,64374,  miriam,OFF,TIN,IND
12304,20145, deserve ,NOT,,
12305,27843, guilty,NOT,,
12306,28636,  the conservatives amp evangelicals im sure know prolifers,NOT,,
12307,24912,  heshe deserves tattoos hope antifa follow,NOT,,
12308,81304,  exactly hasnt everyone figured substantiated threats occur liberals conservatives the way around farce plain simple this made  generate sympathy try keep false narrative going,NOT,,
12309,40596,  via  you cattle you big farmers you feed children why resort birth control this opinion i see reason control births tanzania   ,NOT,,
12310,12224,   exciting week ahead god bless you mr president deplorables maga kag ,NOT,,
12311,89366, demoncraps cant get fact chargetheyre delusional think something effect country profound way bargained awayamericans dreams come first illegals,OFF,TIN,OTH
12312,77054,  lets throw added bureaucratic red tape deter highly qualified people entering already vitriolic world politics look hate directed trump family i dont care tax returns some universal financial report do care  results,NOT,,
12313,53081, call  time got call up showing perform big level might top  club score give chance,NOT,,
12314,88415, frankly i hate argument gun control healthcare student loans tax policy climate change social security medicare even car emissions mileage there clear difference every policy,OFF,UNT,
12315,13607, you alone ,NOT,,
12316,92451,   mp  praises innovative publicsector thinking  week  if britain prosper st century embracing digital economy   ,NOT,,
12317,45144, yes we were back again thank much hope well,NOT,,
12318,31831,standing trump strong maga ,NOT,,
12319,77937, nah bob,NOT,,
12320,22519,  she dumb looks,OFF,TIN,IND
12321,46048, kirinodere curious case fucked customs fees  good book,OFF,TIN,OTH
12322,96573, i cackle something different shit every time i watch lol,OFF,UNT,
12323,22147,    yeah lets get gun control piece white male americans stop shooting places up protect all americans,NOT,,
12324,96384, this realest and tealest shit ever eric da gawd,OFF,TIN,GRP
12325,81874, because liberals hate america cant stand thought successful country,NOT,,
12326,92066,     as uk democracy  supposedly,NOT,,
12327,18004,  they forget antifa threats conservatives its convenient,NOT,,
12328,51297,  she ,OFF,TIN,IND
12329,82360, wow cell phone blinking must incoming email notice could  email  seen whi beena while well wondering could give email address friend highshcool,NOT,,
12330,84107,i hate democrats fight like hll everyday rs making much lobbyist give damn want im ready maga party get trump elected  keep democrats till  ,OFF,TIN,GRP
12331,27618, absolutely nothing ever came it,NOT,,
12332,10265, brazil,NOT,,
12333,17197,  end story where lying liberals witness ,OFF,TIN,IND
12334,83888,  why he messed up,NOT,,
12335,66522,    you mean utter contempt brexiteers showing businesses virtually screaming economic suicide mark words jlr start already small companies moving mainland eu cost leaving put,NOT,,
12336,16218, conservatives believe attempted rape form flirting thats were getting if look past wont believe i did nonsense,OFF,TIN,IND
12337,70133, fuck russ ,OFF,UNT,
12338,42791,  tell  ,NOT,,
12339,96217,  principled conservatives rogues gallery nevertrumpers uncomfortable idea hrc winning  presidential election in fact voted her,NOT,,
12340,45571,   real stuff like killing aca preserving gun control smarter answer,NOT,,
12341,41937, i kind shocked he gone now from feed least,NOT,,
12342,12740,  there already guns pre  gun control free people right defend families the threat lethal force good deterrent would criminals,NOT,,
12343,99246, youre full s its liberals paid soros things,OFF,TIN,GRP
12344,69559, iya risi area didnt get money she widow children attempt get money proved abortive isnt scam,OFF,TIN,IND
12345,96426,wcw big sis inducted pixiegang slaying flawlessly  ,NOT,,
12346,74707,              at millfield lecturing students about what the evolving dependent tax migrant party ,NOT,,
12347,16183,  thats exactly evil liberals do you try intimidate people step down i guess bullying ok its done liberals,OFF,TIN,GRP
12348,44485, clarence thomas branded democrats served honorably well  yrs haters gonna hate conservatives,NOT,,
12349,27991, of course shes making money situation dem values greed power,OFF,TIN,IND
12350,66082, if move ahead kavanaughs nominatin without information committing ethical legal violationu violated constitution merrick garland amp horrible candidate says precedent overturned wait info amp sure,OFF,TIN,IND
12351,81121,   whats issue antifa,NOT,,
12352,54703,  conservatives send two opposition  taxpayer dollars one popular vote prime minister,NOT,,
12353,20030,  why fuck cover american politics canadian politics  fucking disgrace report news all news not stuff makes conservatives look bad ignore stuff makes liberals look bad,OFF,TIN,GRP
12354,34788, sandy hook used drum public support stricter gun control,NOT,,
12355,69790, years later liberals wants away it ,OFF,TIN,IND
12356,28181, let nigga fish peace damn,OFF,TIN,IND
12357,96959,  i recognize one antifa based board becomes ,NOT,,
12358,72116, this obstruction call the vote maga ,NOT,,
12359,66931,  looks like gun control working well sht hole country huh how gun laws working huh more shootings murders gun america guns people brazil,NOT,,
12360,40024, happy you remember beautiful glammed also not,NOT,,
12361,45172, i see antifa war peaceful assembly,NOT,,
12362,88037, he obviously doesnt care,NOT,,
12363,99294, this insane leftists liberals democrats mediapropaganda you know scared hell end abortionnot truewomen right get abortionbecause body explain illegal sell body feed children,NOT,,
12364,46894, holy shit met michael jordan,OFF,UNT,
12365,58507, glad hear ok my father went surgery bladder cancer last year remission age  years exposure lacquer fumes spraying staining cabinets may contributed occurrance,NOT,,
12366,13005, coming person chicagokook,NOT,,
12367,90423, i dont understand heard i should be heard i pictures scars trauma illegalalien left car middle  fwy   i  we badly damaged kavanaugh maga ,NOT,,
12368,33515,       its much hes playedits trade valuehe valuable th,NOT,,
12369,68638,  you poster child marrying up,NOT,,
12370,11093, yeah way ruin fucking hype werent invited dennys finished andreas lol,OFF,TIN,IND
12371,33055, you look damn beautiful outfit,NOT,,
12372,42705, and heres fucking ya mom ,OFF,UNT,
12373,68169,  yes read again they use term broad group leftist feminist theist whatever else then many cases focus particular extreme subset group antifa subset rd wave feminism yecs without distinguishing fact is subset,NOT,,
12374,64201,  she scary ,NOT,,
12375,25377,  i wonder antifa rioting streets find corrupt government,OFF,TIN,OTH
12376,74927,  thats silly s cartoons made popular fuck,OFF,TIN,IND
12377,71268, may well ignore since giving attention craves she adorable child never good enough body nude love scenes searching attention desires bovine fecal posts,OFF,TIN,IND
12378,62686,  glad i wear wranglers so gun control would propose stop criminals,OFF,TIN,GRP
12379,22401, vote r election november gop redwave trump maga ,NOT,,
12380,78618,  zero evidence lmaooooooo i love seeing liberals squirm shit like ,OFF,TIN,GRP
12381,18186, democrats cut funding cia goes around it thats done conservatives play rules get fucked up every time ,OFF,TIN,GRP
12382,41948, so one person lies lying member congress says judge step down great job liberals,NOT,,
12383,80715, only conservatives liberals elevate person make presidential nominee only person like trump seems immune,NOT,,
12384,77630, strange far left antifa always quiet mooslims attack white people terrorists attacks done mooslims lets forget mooslim groomng gangs,NOT,,
12385,17324, did right last statement asking friend ,NOT,,
12386,79058,   lock her up haa looool cannot wait what blatant lie somebody scared boy if f b trump gets in hang nooses who remembers one cant imagine anxiety feeling makes smile,OFF,TIN,IND
12387,27650,  why john kerry running mouth cared say i cant think single damn thing kerry accomplished besides run mouth trumps accomplishments exceed anything kerry could ever dream of even becoming president,NOT,,
12388,37815, flawed logic somemany liberals would identify christian because america dominate religion look stats make overgeneralization take crazy else where,NOT,,
12389,20778, hmmmm i think shouldve held bit longer we might see face hear name again,NOT,,
12390,14074, he cute,NOT,,
12391,80706,    you ignored question crucial argument once sensible gun control imposed another shooting occurs truly believe push restrictions,OFF,TIN,IND
12392,33037, you incredible person pal i know ever convince otherwise,NOT,,
12393,67662, you know well i race hustling liberals have,NOT,,
12394,29754, saw one month ago alabama said radical liberals trying stop appointment clip cory booker talking,NOT,,
12395,87249, i wonder needed bring point i mention anything that but seems like uncomfortable talking race,NOT,,
12396,13127, ppl speculate ab akb produce akimoto fact right wing koreans really dislike,NOT,,
12397,90113, fascists and antifa ,NOT,,
12398,34126,so earlier said unfazed determined going confirm judge kavanaugh presumably behalf of chairman grassley now say liberals fault how work out basically said serious accusations potential assault mention lying ,NOT,,
12399,11936, thats almost idiotic antifa disarm them thing,NOT,,
12400,89569, does jimmy clear monologues producers ensure nbc tear free,NOT,,
12401,65182, liberal dictionary illegal immigrants dreamers trump supporters deplorable dregs ms killers human beings babies womb not human beings antifaprotestors law abiding nra terrorists bill clinton feminist brett kavanaughpredator liberalisma mental disorder,OFF,TIN,GRP
12402,38111,  yeah im thinking might too he working sam kaycee convinced wont target due lgbqt i need mega phone,NOT,,
12403,27110,   dont believe insincere talk callous conservatives ,NOT,,
12404,91002,  liberals sick people,OFF,TIN,GRP
12405,47078,another attempt dems hide truth abuse women where me too movement verified abuser women metoo another extension soros groups like antifa kkk ,OFF,TIN,IND
12406,30132,     my experience gun control activists really want conversation want capitulation the way around would open proposals expand gun rights exchange whatever theyre looking for there cant really conversation without that,NOT,,
12407,58215, antifa would burn conservatives house cnn would lighting torches amp throwing gas flames,OFF,TIN,GRP
12408,85172, ask obama need done ,NOT,,
12409,89548, still get half work days sit computer bed lmao,NOT,,
12410,48808, they conservatives,NOT,,
12411,93405,   nice,NOT,,
12412,95982, boycott nfl lets bring knees,NOT,,
12413,50540, are really supposed believe party violent liberal antifa kkk hoods beat hell strangers know nothing somehow care this are supposed trust party funds antifa tell us truth subject,NOT,,
12414,67891,  now lets antifa radicalization,NOT,,
12415,82672, rosier played like straight fucking garbage mean tolerable undefeated run last year ever since pitt hes shown much scrub richt scared death start perry,OFF,TIN,IND
12416,97856,guncontrolnow running hit piece cmp the cmp teaches gun safety young people promotes responsible gun ownership sell socalled assault weapons banners targeting are clear gun control is ,NOT,,
12417,47975,       ak fight antifa one major figureheads likely still yan,NOT,,
12418,66279,  i understand i sound coldbut i love nintendo this money grubbing bastards ,OFF,TIN,GRP
12419,76729, im means expert pitch gun control law congress,NOT,,
12420,23242, ha even trying rig system they idea divine intervention god answered president trump ,NOT,,
12421,73927,  so problem trying advise of cant quite understand trying say ,NOT,,
12422,60420,          expanding protection rights opposite curtailing rights gun control curtails rights,NOT,,
12423,35083,   he care hurts long happy how could anyone attend sham church,NOT,,
12424,84953,                                                   oh pooey snoop  whos snoop  maga,NOT,,
12425,73376,we stand kavanaugh  maga ,NOT,,
12426,47309,    i dont believe hardening schools i believe common sense gun control,NOT,,
12427,23940,democrats liberals dont give damn  allegedly committing physical violence exgirlfriend rush discredit kavanaugh  year old vague th hour accusation walkaway hypocrites,OFF,UNT,
12428,69596,  fine lets fix chicagos gun violence end gun control,NOT,,
12429,47815,downwiththedemocrats democratshateamerica democratsaredangerous votedemsout voteredtosaveamerica loco liberals amp tds let all true conservatives amp all chose walkaway prove liberalismisamentaldisorder needs squashed like bug votered ,OFF,UNT,
12430,33279, you christian,NOT,,
12431,85553, thats liberals morals anything goes kind drugs sex child endangerment,OFF,TIN,OTH
12432,13537,                                                 there something wrong her she went ballistic i wrote something suite her accusing bad things she dangerous,NOT,,
12433,82023,   arrest immediately she wicked crazy democrat,OFF,TIN,IND
12434,58976, his gun control skills need work missed foot half,NOT,,
12435,43619, and shuting up dont mess yumi dont ever mess ms yuzuki,OFF,TIN,IND
12436,78426, yeah thats true really hope able get time daisho,NOT,,
12437,33657,  democrats always give people reasons vote what party cares minorities women amp children what party fighting healthcare which party reasonable gun control immigration,NOT,,
12438,46865, goodness your wife exgf sexually abused you liberals weird stuff ,NOT,,
12439,21473,        i would like thank whitehall supported me please see press statement big thanks   wishing best vote ,NOT,,
12440,93574,    well fabulous,NOT,,
12441,25175, i believe best days ahead us currently  rms titanic chequersplan big feckin iceberg   ,NOT,,
12442,98757,lol ted cruz thinks texas voters stupid says beto orourke ban barbeque state texas resist maga ridiculous ,OFF,TIN,GRP
12443,30943, thats entire basis gun control  facts dont matter,NOT,,
12444,93313,  right politics place anyones reproductive organs or sex lives,OFF,TIN,GRP
12445,58934,  good her thats fine gun control double tap ass,OFF,UNT,
12446,92663, truly he sly selfdeprecating humor swagger like said american,OFF,UNT,
12447,57756,                 when liberals uncomfortable,NOT,,
12448,64441,  fuck you you disgusting animals editor approved news bag shit,OFF,TIN,GRP
12449,60685, ww resignations in five days the global swamp is being drained mondaymood maga declassifyitall  ,NOT,,
12450,92198,           aww pooky bearyou victim,NOT,,
12451,80736,  it fun hope i get see another one ur sets soon,NOT,,
12452,20702, he also said would cleaner air water but failure protect environment also lead mass death,NOT,,
12453,32200,     all vince cable show getting bed tories ridiculous knighthood,OFF,TIN,IND
12454,60939,pretending dementia libs maga ,OFF,TIN,IND
12455,26970,  brilliant effort great step count great targeting next week ,NOT,,
12456,30803, holy shit thank much up mine craft i tv anymore ended i wrong,OFF,UNT,
12457,87692, and said america heads antifa ur neck stepped on,NOT,,
12458,63840, i think ill blame dumbasses gun control,OFF,TIN,GRP
12459,60522, made so statement story asking liberals handing money cdns agree ,NOT,,
12460,11865, his legacy crap why would anyone want save crap,OFF,TIN,IND
12461,97312,tolerate ur loud ass maga merch dont say shit nike anything kiss ass,OFF,TIN,IND
12462,80467, crazy russian dude owns data,NOT,,
12463,74555, its really slowing down i wanna ask i could bring personal mac use work computer i wanna seem like apple snob im shook,OFF,TIN,IND
12464,51950,  tough speak mind work conservativeamazing occurred work setting bizarre,NOT,,
12465,52632,  you confused jon,NOT,,
12466,65081,  cant stand listen puke i change channel speaks he believes liestheyre nuts leftwingliberaldisease walkaway voteredtosaveamerica maga ,OFF,TIN,IND
12467,11494, i come long line bigots morons its hard grapple first gets better fill void fundamentally decent ppl eventually realize better it,OFF,TIN,GRP
12468,22500,exclusive sorosbacked activists slip cash to antikavanaugh protesters before arrests  via ,NOT,,
12469,11616, im brat  cant deal another woman long unless relaxed like guy,NOT,,
12470,53803,   oh comparing government law enforcement agency subject constitutional laws private corporation yeah makes sense wait no not stop talking you complete imbecile,OFF,TIN,IND
12471,69898, am eye see kay he why am oh you ass he,OFF,TIN,IND
12472,11697, he heightens belief slimfast ,NOT,,
12473,24415, unhinged no hes fat pos slob lucked going conservatives making tons money process opertunist a smart opertiunist knows use amp shovel bs liberal left its good business days amp hes eating up,OFF,TIN,IND
12474,35474, i love yo cute ass,OFF,TIN,IND
12475,31242, another lie anything diversion,OFF,TIN,IND
12476,44940,theferalleft liberals continue infiltrate indoctrinate kid shows dont hire mentally ill hemorrhoids ,OFF,TIN,GRP
12477,97891, on everything shit really sad smh,OFF,UNT,
12478,83394,people good faith high character come competing conclusions originalism abortion gun control religious liberty kavanaugh kavanaughhearings ,NOT,,
12479,72850, eric holder perfect att gen obama administration not ounce human decency bones,NOT,,
12480,20384, every time hate horrifying feeling happens im dozing off jolt wide fuck awake ,OFF,TIN,IND
12481,24493,                                                 you didnt read whole thing white mass shooters arent even considered terrorism theres political agenda murder like dylan roof,OFF,TIN,GRP
12482,40619,   he communist fool,OFF,TIN,IND
12483,40899,  omg my heath bleeds daughter family hold tight keep telling safe always her ,NOT,,
12484,85432,     really is dont say russian collusion proven  yrs besides collusion crime we people winning wwgwga maga,NOT,,
12485,99289,  funny top things trying show white republicans path storm an entire island left fend self  days help arrived trump fake president,OFF,UNT,
12486,70375, he never one much rule law just law rule,NOT,,
12487,45592, but honestly cameras suck ass theyre great zoom,NOT,,
12488,93627, antifa defined one striking statistic  virtually none parents why,NOT,,
12489,24644,  everytime opens mouth idiocy comes itshe embarrassment clinton,NOT,,
12490,99306,the unafraid unscathed  bringing hope change around world maga nokosoko north koreas kim jongun agrees shut missile site  bbc news ,NOT,,
12491,80691,                                                 pc nothing common decency,NOT,,
12492,38963, america wins president trump not google maga americafirst,NOT,,
12493,29627, legit got saying written down but right,NOT,,
12494,21336, ah classic antifa behaviour trashpeople ,OFF,TIN,IND
12495,43919,   and wonder conservatives work twitter fear saying   ,NOT,,
12496,71493, who cares union leader say big kate do u fawningly report lefty concerns u left promoting cbc r trudeau liberals bidding againu r cbc liberal party shameful,OFF,TIN,OTH
12497,62612,   why democrats jam far left liberal judges conservatives throat every liberal judge investigated way back grade school the lowlife you,OFF,TIN,IND
12498,91561,   im pointing liberals made distinction i buddhist i totally understand global perspective its disingenuous say country say globe,NOT,,
